48.69581,1028.0182
7.871794,-2.2794
5.949482,-2.2367
0.50362,-2.2794
3.5698,-2.2796
2.8833,-2.2365
2.01392,-2.2796
0.77766,-2.2797
2.1968,-2.2364
1.784899,-2.2797
2.334101,-2.2364
6.95672,-2.2797
7.2769,-2.2794
6.91058,-2.23682
3.386924,-2.27912
4.5309,-2.2797
2.56312,-2.2363
3.24906,-2.2798
2.10564,-2.2364
2.0595,-2.2797
1.2357,-2.2797
2.28796,-2.2364
0.18344,-2.2797
0.73208,-2.2792
1.28128,-2.23688
1.2357,-2.27921
2.0595,-2.23689
1.05282,-2.27921
0.4119,-2.27972
0.0456,-2.23637
0.0461,-2.27972
0,-4.5161
0.0456,-2.27972
0,-2.23637
0.0456,-2.27973
0.36632,-2.2792
1.373,-2.23689
0.36632,-2.27921
0,-4.51609
0.0456,-2.27973
0,-11.31191
0.0456,-2.2792
0,-2.23689
6.86501,-2.27921
25.90411,-2.23688
