70.160306,1018.9431
6.95672,-2.2365
6.681561,-2.2796
4.210719,-2.2797
1.87662,-2.2364
2.516981,-2.2797
3.61538,-2.2364
1.69374,-2.2797
2.0595,-2.2794
1.922213,-2.23682
2.15066,-2.27912
1.55644,-2.2797
1.2357,-2.2364
1.00668,-2.2797
1.2357,-2.2364
1.09839,-2.2797
1.00669,-2.2797
0.73264,-2.2364
1.05226,-2.2797
1.14454,-2.2792
1.05226,-2.23688
1.0984,-2.27921
0.32074,-2.23689
1.0984,-2.27921
0.64036,-2.27972
0.6865,-2.23637
0.50362,-2.27972
1.00668,-2.27973
0.77822,-2.23637
0.73208,-2.27972
0.5492,-2.23637
1.05282,-2.27973
1.60202,-2.2792
1.0984,-2.23689
1.28128,-2.27921
1.19011,-2.27972
1.87606,-2.23637
1.05282,-2.27973
2.33411,-2.23636
2.28852,-2.27973
1.2357,-2.27972
1.41857,-2.23637
2.47141,-2.27973
1.60201,-2.2792
2.0595,-2.23689
4.34747,-2.27921
14.0046,-2.23688
