54.55379,1028.0182
2.013814,-2.2794
5.446422,-2.2367
1.46416,-2.2794
2.746,-2.2796
0.36632,-2.2365
0,-2.2796
2.8833,-2.2797
0.229021,-2.2364
1.96778,-2.2797
1.83048,-2.2364
1.373,-2.2797
1.5103,-2.2794
1.28184,-2.23682
2.746,-2.27912
13.8673,-2.2797
9.244693,-2.2363
7.0023,-2.2798
4.07342,-2.2364
3.79826,-2.2797
2.79214,-2.2797
2.15066,-2.2364
2.3341,-2.2797
1.9222,-2.2792
0.36632,-2.23688
0.1373,-2.27921
0,-2.23689
0.0456,-2.27921
0.0461,-2.27972
0,-2.23637
0.0456,-2.27972
0.0456,-2.27973
0.6865,-2.23637
1.19012,-2.27972
0.22902,-2.23637
0,-4.55893
0.0456,-2.23689
0,-15.87084
0.0456,-2.23637
0,-2.27973
0.0461,-2.2792
0.32018,-2.23689
5.6293,-2.27921
17.0252,-2.23688
