22.203826,1027.0234
2.76625,-2.4343
2.803074,-2.9138
2.803074,-1.4384
2.803252,-2.4713
2.76625,-4.4997
2.803074,-8.3358
2.803074,-5.27404
2.80334,-1.69692
2.802986,-0.99585
2.76625,-1.06933
2.802986,-0.84846
2.803428,-0.73781
2.802986,-1.06933
2.802986,-1.18041
2.76625,-1.5491
2.803428,-2.24974
2.802986,-1.7704
2.802986,-1.3278
2.803428,-1.43845
2.76625,-1.1065
2.802986,-1.03302
2.802986,-2.02844
2.803428,-1.47519
2.802986,-1.73366
2.76625,-1.40171
2.802986,-1.1065
2.803428,-0.99585
2.802986,-0.84803
2.80299,-1.18041
2.76625,-1.36454
2.80342,-2.32365
2.80299,-2.84016
2.80299,-0.95911
2.80342,-0.73738
2.76625,-2.06561
2.80299,-0.6639
2.80299,-1.29106
2.80342,-1.36454
2.80299,-1.65975
2.76625,-2.61886
2.80299,-1.51193
2.80342,-1.36497
2.80299,-1.65975
2.80299,-1.43845
2.76625,-1.06933
2.80342,-0.62716
2.80299,-1.58584
2.80299,-0.77455
2.80342,-0.59042
2.76625,-1.21715
2.80299,-1.25389
2.80299,-0.99585
2.80342,-4.38926
