22.203826,1028.1299
2.76625,-2.4343
2.803074,-2.6925
2.803074,-1.3648
2.803252,-1.7704
2.76625,-2.6186
2.803074,-3.5408
2.803074,-3.9465
2.80334,-4.4628
2.802986,-4.6105
2.76625,-3.98345
2.802986,-2.39756
2.803428,-1.5491
2.802986,-1.14324
2.802986,-1.21715
2.76625,-1.47519
2.803428,-1.73366
2.802986,-1.58584
2.802986,-1.51236
2.803428,-1.47519
2.76625,-1.62301
2.802986,-1.43845
2.802986,-1.69649
2.803428,-1.43845
2.802986,-1.80757
2.76625,-1.69649
2.802986,-1.21715
2.803428,-1.03259
2.802986,-0.99585
2.80299,-1.03302
2.76625,-1.3278
2.80342,-2.17583
2.80299,-2.61886
2.80299,-1.3278
2.80342,-0.92194
2.76625,-1.73366
2.80299,-0.99585
2.80299,-1.43845
2.80342,-1.58584
2.80299,-1.65975
2.76625,-2.28691
2.80299,-1.58584
2.80342,-1.29106
2.80299,-1.7704
2.80299,-1.21715
2.76625,-1.40171
2.80342,-1.03259
2.80299,-1.3278
2.80299,-1.1065
2.80342,-0.77455
2.76625,-1.06976
2.80299,-0.95868
2.80299,-0.8852
2.80342,-1.69692
