RUN	STRATEGY_PLACEMENT	STRATEGY_REALLOCATION	SCHEDULE_ID	DOMAIN_SIZES_SET 	 Migrations	Overload Mig.	avg. srv. count	cpu violations	cpu accumulation	min. servers	max. servers	slot count	avg. srv. utilization	initial placement duration	runtime
0	firstFit	None	30000	1 	 0.000000 	 0.000000 	 9.517947 	 0.000000 	 78671 	 0 	 19 	 2571 	 18.391051 	 10 	 81017
0	firstFit	None	30502	2 	 0.000000 	 0.000000 	 4.814196 	 0.000000 	 67980 	 0 	 14 	 1832 	 20.768159 	 7 	 114182
0	firstFitDemand	None	30408	1 	 0.000000 	 0.000000 	 6.954088 	 0.000000 	 48586 	 0 	 13 	 1994 	 14.867536 	 10 	 86137
0	firstFit	None	31506	2 	 0.000000 	 0.000000 	 15.157266 	 0.000000 	 235263 	 0 	 35 	 7479 	 18.076938 	 10 	 148055
0	firstFit	None	31004	1 	 0.000000 	 0.000000 	 17.937146 	 0.000000 	 229791 	 0 	 43 	 9555 	 16.314397 	 6 	 159865
0	firstFit	None	30001	1 	 0.000000 	 0.000000 	 7.487910 	 0.000000 	 67724 	 0 	 21 	 2304 	 18.910117 	 3 	 92448
0	firstFit	None	30503	2 	 0.000000 	 0.000000 	 6.711076 	 0.000000 	 62979 	 0 	 13 	 1919 	 13.884426 	 3 	 85817
0	firstFitDemand	None	30409	1 	 0.000000 	 0.000000 	 6.094509 	 0.000000 	 84027 	 0 	 13 	 1889 	 33.576933 	 4 	 93044
0	firstFitDemand	None	31502	2 	 0.000000 	 0.000000 	 13.033269 	 0.000000 	 235400 	 0 	 30 	 6963 	 20.295911 	 6 	 160299
0	firstFitDemand	None	31000	1 	 0.000000 	 0.000000 	 15.387891 	 7.000000 	 207834 	 0 	 30 	 7037 	 19.179612 	 6 	 137171
0	firstFit	None	30504	2 	 0.000000 	 0.000000 	 8.331994 	 0.000000 	 51772 	 0 	 20 	 2218 	 15.204892 	 4 	 79919
0	firstFit	None	30002	1 	 0.000000 	 0.000000 	 9.484901 	 0.000000 	 98934 	 0 	 19 	 2985 	 19.888740 	 3 	 94393
0	firstFitDemand	None	30500	2 	 0.000000 	 0.000000 	 8.642213 	 0.000000 	 56547 	 0 	 14 	 2095 	 18.966421 	 3 	 72725
0	firstFit	None	31507	2 	 0.000000 	 0.000000 	 14.042512 	 0.000000 	 243316 	 0 	 34 	 7731 	 17.603789 	 3 	 165161
0	firstFit	None	31005	1 	 0.000000 	 0.000000 	 12.899449 	 0.000000 	 189987 	 0 	 35 	 6284 	 18.572020 	 3 	 146182
0	firstFit	None	30505	2 	 0.000000 	 0.000000 	 5.109902 	 0.000000 	 42407 	 0 	 15 	 2044 	 11.897002 	 3 	 119858
0	firstFit	None	30003	1 	 0.000000 	 0.000000 	 6.928356 	 0.000000 	 66411 	 0 	 18 	 2665 	 17.167511 	 4 	 115388
0	firstFitDemand	None	30501	2 	 0.000000 	 0.000000 	 8.259509 	 0.000000 	 70691 	 0 	 20 	 2720 	 19.859777 	 3 	 98833
0	firstFitDemand	None	31001	1 	 0.000000 	 0.000000 	 13.604714 	 0.000000 	 211273 	 0 	 25 	 5917 	 20.663286 	 3 	 130368
0	firstFitDemand	None	31503	2 	 0.000000 	 0.000000 	 13.159739 	 0.000000 	 251056 	 0 	 25 	 6475 	 16.797164 	 3 	 147603
0	firstFit	None	30004	1 	 0.000000 	 0.000000 	 8.736164 	 0.000000 	 59759 	 0 	 19 	 2315 	 18.242005 	 3 	 79744
0	firstFit	None	30506	2 	 0.000000 	 0.000000 	 8.263865 	 0.000000 	 103145 	 0 	 16 	 2521 	 22.937514 	 2 	 91415
0	firstFit	None	31006	1 	 0.000000 	 0.000000 	 17.042868 	 0.000000 	 172911 	 0 	 39 	 7744 	 15.072001 	 4 	 136299
0	firstFit	None	31508	2 	 0.000000 	 0.000000 	 12.496187 	 0.000000 	 214337 	 0 	 33 	 6409 	 18.709904 	 3 	 153787
0	firstFitDemand	None	30502	2 	 0.000000 	 0.000000 	 4.207568 	 0.000000 	 67980 	 0 	 12 	 1601 	 23.766562 	 3 	 114182
0	firstFit	None	30005	1 	 0.000000 	 0.000000 	 8.431056 	 0.000000 	 53962 	 0 	 18 	 2280 	 13.285432 	 3 	 81023
0	firstFit	None	30507	2 	 0.000000 	 0.000000 	 6.665116 	 0.000000 	 79183 	 0 	 16 	 1833 	 17.383326 	 3 	 82513
0	firstFit	None	31007	1 	 0.000000 	 0.000000 	 15.256113 	 0.000000 	 193287 	 0 	 34 	 6356 	 19.672777 	 5 	 125052
0	firstFitDemand	None	30503	2 	 0.000000 	 0.000000 	 5.942415 	 0.000000 	 62979 	 0 	 10 	 1699 	 15.683351 	 4 	 85817
0	firstFit	None	30006	1 	 0.000000 	 0.000000 	 5.690419 	 0.000000 	 60421 	 0 	 14 	 2144 	 13.584694 	 3 	 113124
0	firstFit	None	31509	2 	 0.000000 	 0.000000 	 12.653612 	 0.000000 	 218938 	 0 	 30 	 6693 	 15.230607 	 3 	 158771
0	firstFit	None	30508	2 	 0.000000 	 0.000000 	 5.052683 	 0.000000 	 55823 	 0 	 16 	 1881 	 20.709822 	 3 	 111622
0	firstFitDemand	None	31002	1 	 0.000000 	 0.000000 	 13.623111 	 12.000000 	 166899 	 0 	 23 	 5076 	 20.346256 	 3 	 113398
0	firstFitDemand	None	31504	2 	 0.000000 	 0.000000 	 12.637588 	 0.000000 	 211915 	 0 	 29 	 6937 	 15.883848 	 4 	 164638
0	firstFit	None	30007	1 	 0.000000 	 0.000000 	 9.924665 	 0.000000 	 48373 	 0 	 22 	 2360 	 15.094108 	 3 	 71341
0	firstFitDemand	None	30504	2 	 0.000000 	 0.000000 	 8.141857 	 0.000000 	 51772 	 0 	 17 	 2168 	 15.555720 	 3 	 79919
0	firstFit	None	30509	2 	 0.000000 	 0.000000 	 7.085619 	 0.000000 	 66567 	 0 	 19 	 2606 	 11.905708 	 4 	 110432
0	firstFitDemand	None	30000	1 	 0.000000 	 0.000000 	 8.348616 	 0.000000 	 78671 	 0 	 14 	 2255 	 20.969388 	 4 	 81017
0	firstFit	None	31008	1 	 0.000000 	 0.000000 	 17.187730 	 0.000000 	 256978 	 0 	 38 	 8244 	 20.033786 	 3 	 143802
0	firstFit	None	30008	1 	 0.000000 	 0.000000 	 10.601500 	 0.000000 	 44384 	 0 	 18 	 2333 	 10.596698 	 2 	 66036
0	firstFit	None	30600	1 	 0.000000 	 0.000000 	 13.562067 	 0.000000 	 144333 	 0 	 24 	 4538 	 24.458287 	 3 	 100469
0	firstFitDemand	None	30505	2 	 0.000000 	 0.000000 	 4.674901 	 0.000000 	 42407 	 0 	 12 	 1869 	 13.011550 	 3 	 119858
0	firstFitDemand	None	31003	1 	 0.000000 	 0.000000 	 13.680336 	 36.000000 	 292189 	 0 	 25 	 5838 	 28.299255 	 3 	 128021
0	firstFitDemand	None	30001	1 	 0.000000 	 0.000000 	 6.532356 	 0.000000 	 67724 	 0 	 16 	 2010 	 21.677451 	 3 	 92448
0	firstFit	None	30009	1 	 0.000000 	 0.000000 	 12.599326 	 0.000000 	 90275 	 0 	 22 	 3117 	 19.518774 	 3 	 74320
0	firstFitDemand	None	31505	2 	 0.000000 	 0.000000 	 14.362527 	 0.000000 	 218435 	 0 	 29 	 6915 	 18.640071 	 3 	 144430
0	firstFit	None	31009	1 	 0.000000 	 0.000000 	 18.301900 	 0.000000 	 192931 	 0 	 40 	 8231 	 15.908657 	 3 	 134946
0	firstFit	None	30601	1 	 0.000000 	 0.000000 	 10.200567 	 0.000000 	 93889 	 0 	 21 	 3686 	 19.280665 	 3 	 108402
0	firstFitDemand	None	30506	2 	 0.000000 	 0.000000 	 7.184129 	 0.000000 	 103145 	 0 	 13 	 2191 	 26.393852 	 4 	 91415
0	firstFit	None	30100	2 	 0.000000 	 0.000000 	 6.401179 	 0.000000 	 92038 	 0 	 16 	 2414 	 18.879709 	 3 	 113131
0	firstFitDemand	None	30002	1 	 0.000000 	 0.000000 	 8.106580 	 7.000000 	 98934 	 0 	 13 	 2553 	 23.255486 	 3 	 94393
0	firstFitDemand	None	30507	2 	 0.000000 	 0.000000 	 5.953627 	 0.000000 	 79183 	 0 	 13 	 1637 	 19.465925 	 3 	 82513
0	firstFit	None	30602	1 	 0.000000 	 0.000000 	 9.765848 	 0.000000 	 144892 	 0 	 18 	 3811 	 20.600131 	 3 	 117112
0	firstFit	None	30101	2 	 0.000000 	 0.000000 	 9.155345 	 0.000000 	 91821 	 0 	 21 	 2634 	 24.701787 	 4 	 86312
0	firstFit	None	31100	2 	 0.000000 	 0.000000 	 15.413901 	 0.000000 	 186994 	 0 	 37 	 7638 	 14.265809 	 2 	 148693
0	firstFitDemand	None	30003	1 	 0.000000 	 0.000000 	 5.779806 	 0.000000 	 66411 	 0 	 14 	 2224 	 20.573212 	 3 	 115388
0	firstFitDemand	None	31004	1 	 0.000000 	 0.000000 	 14.041724 	 0.000000 	 229791 	 0 	 30 	 7481 	 20.837934 	 5 	 159865
0	firstFitDemand	None	31506	2 	 0.000000 	 0.000000 	 13.592199 	 5.000000 	 235263 	 0 	 27 	 6707 	 20.157969 	 3 	 148055
0	firstFitDemand	None	30508	2 	 0.000000 	 0.000000 	 4.620231 	 0.000000 	 55823 	 0 	 14 	 1718 	 22.675868 	 3 	 111622
0	firstFit	None	30102	2 	 0.000000 	 0.000000 	 7.720775 	 0.000000 	 48794 	 0 	 19 	 2752 	 10.014307 	 3 	 106908
0	firstFit	None	30603	1 	 0.000000 	 0.000000 	 7.765246 	 0.000000 	 81736 	 0 	 18 	 4079 	 10.797450 	 3 	 157532
0	firstFitDemand	None	30004	1 	 0.000000 	 0.000000 	 6.780134 	 12.000000 	 59759 	 0 	 14 	 1799 	 23.477197 	 3 	 79744
0	firstFit	None	31101	2 	 0.000000 	 0.000000 	 18.977494 	 0.000000 	 217712 	 0 	 39 	 7937 	 18.617729 	 3 	 125525
0	firstFit	None	30103	2 	 0.000000 	 0.000000 	 9.207381 	 0.000000 	 63742 	 0 	 21 	 2963 	 13.047968 	 3 	 96545
0	firstFitDemand	None	30509	2 	 0.000000 	 0.000000 	 5.831988 	 0.000000 	 66567 	 0 	 15 	 2146 	 14.458914 	 3 	 110432
0	firstFitDemand	None	30005	1 	 0.000000 	 0.000000 	 6.371178 	 0.000000 	 53962 	 0 	 13 	 1723 	 17.582753 	 4 	 81023
0	firstFit	None	30604	1 	 0.000000 	 0.000000 	 10.040213 	 0.000000 	 153811 	 0 	 20 	 4172 	 25.995864 	 3 	 124760
0	firstFitDemand	None	31005	1 	 0.000000 	 0.000000 	 10.072531 	 0.000000 	 189987 	 0 	 24 	 4907 	 23.784753 	 3 	 146182
0	firstFit	None	30104	2 	 0.000000 	 0.000000 	 8.876774 	 0.000000 	 87460 	 0 	 18 	 2599 	 18.219465 	 3 	 88664
0	firstFitDemand	None	31507	2 	 0.000000 	 0.000000 	 13.007853 	 0.000000 	 243316 	 0 	 30 	 7161 	 19.005208 	 3 	 165161
0	firstFit	None	31102	2 	 0.000000 	 0.000000 	 16.071457 	 0.000000 	 170778 	 0 	 36 	 6368 	 14.611473 	 4 	 118843
0	firstFitDemand	None	30006	1 	 0.000000 	 0.000000 	 4.933802 	 0.000000 	 60421 	 0 	 9 	 1860 	 15.660032 	 4 	 113124
0	firstFitDemand	None	30600	1 	 0.000000 	 0.000000 	 10.129953 	 0.000000 	 144333 	 0 	 16 	 3390 	 32.743361 	 3 	 100469
0	firstFit	None	30605	1 	 0.000000 	 0.000000 	 8.510902 	 0.000000 	 126842 	 0 	 17 	 4044 	 18.718959 	 3 	 142538
0	firstFit	None	30105	2 	 0.000000 	 0.000000 	 8.518478 	 0.000000 	 105265 	 0 	 23 	 3270 	 21.793353 	 3 	 115447
0	firstFitDemand	None	30007	1 	 0.000000 	 0.000000 	 7.681799 	 0.000000 	 48373 	 0 	 16 	 1826 	 19.510685 	 3 	 71341
0	firstFit	None	31103	2 	 0.000000 	 0.000000 	 17.401510 	 0.000000 	 303505 	 0 	 39 	 7991 	 23.875161 	 3 	 137897
0	firstFitDemand	None	30601	1 	 0.000000 	 0.000000 	 8.302162 	 0.000000 	 93889 	 0 	 17 	 3000 	 23.690980 	 3 	 108402
0	firstFit	None	30106	2 	 0.000000 	 0.000000 	 8.622878 	 0.000000 	 89977 	 0 	 16 	 2234 	 20.902316 	 4 	 77831
0	firstFitDemand	None	31006	1 	 0.000000 	 0.000000 	 14.096681 	 0.000000 	 172911 	 0 	 28 	 6405 	 18.223376 	 3 	 136299
