schedule_id 	 launches	inter_arrival	lifetime	domain_size
30000 	 150	300	3600	1 
30100 	 150	300	3600	2 
30200 	 150	300	21600	1 
30300 	 150	300	21600	2 
30400 	 150	1200	3600	1 
30500 	 150	1200	3600	2 
30600 	 150	1200	21600	1 
30700 	 150	1200	21600	2 
30800 	 250	300	3600	1 
30900 	 250	300	3600	2 
31000 	 250	300	21600	1 
31100 	 250	300	21600	2 
31200 	 250	1200	3600	1 
31300 	 250	1200	3600	2 
31400 	 250	1200	21600	1 
31500 	 250	1200	21600	2 
