22.203826,1031.2649
2.76625,-1.0695
2.803074,-1.7704
2.803074,-2.3607
2.803252,-3.9095
2.76625,-6.3809
2.803074,-9.516
2.803074,-10.91719
2.80334,-12.57736
2.802986,-12.79866
2.76625,-10.36393
2.802986,-5.20055
2.803428,-2.69277
2.802986,-0.40543
2.802986,-0.55325
2.76625,-0.92237
2.803428,-1.14324
2.802986,-0.6639
2.802986,-0.81129
2.803428,-0.47977
2.76625,-0.6639
2.802986,-0.55325
2.802986,-0.55325
2.803428,-0.55325
2.802986,-0.51608
2.76625,-0.40586
2.802986,-0.2213
2.803428,-0.36869
2.802986,-0.2213
2.80299,-0.36912
2.76625,-0.4426
2.80342,-0.81129
2.80299,-0.73781
2.80299,-0.4426
2.80342,-0.33195
2.76625,-0.4426
2.80299,-0.33195
2.80299,-0.36869
2.80342,-0.33195
2.80299,-0.33195
2.76625,-0.40586
2.80299,-0.36869
2.80342,-0.25804
2.80299,-0.40586
2.80299,-0.2213
2.76625,-0.33195
2.80342,-0.14739
2.80299,-0.18456
2.80299,-0.18456
2.80342,-0.11065
2.76625,-0.18413
2.80299,-0.14782
2.80299,-0.14739
2.80342,-0.18456
